table,block,architecture,algorithm,optimizer,scheme,voltage_amp,current_amp,model_seed,shuffle_seed,split_seed,G_min,G_max,epochs,T,K,planned_action,prelaunch_dependency,source_result_or_completion_record,template_or_parent_config,cell_id,original_planned_action,training_status,paper_status,official_test_status,collected_result,source_result_sha256,best_validation_accuracy_percent,final_validation_accuracy_percent,completed_epochs,source_evidence_class,source_target,future_target_and_job,source_commit,source_archive_sha256,official_test_read,last_checked
table3,T3_BPTT,conv3,BPTT,Adam,baseline,1,1,1,1,0,0.00001,0.0005,30,24,8,matched_baseline_TK_replacement,same_config_smoke_and_budget,results/paper-training-completion-20260911-v1/production/main_baseline_tk_conv3_bptt_seed1_gmax5em4_3h/000_T3_BPTT_conv3_baseline_gmax0.0005_seed1_675109bb/result.json,configs/conv/paper_baseline_tk_revision_20260913_v1/training/T3_BPTT_conv3_baseline_gmax0.0005_seed1.json,T3_BPTT_conv3_baseline_gmax0.0005_seed1,launch_new_seed,complete_collected_validated,revised_training_collected_paper_gates_pending,pending_contract_and_checkpoint_seal,baseline_tk_revision/bundles/T3_BPTT_conv3_baseline_gmax0.0005_seed1/result.json,c3f840ab4e76fc7b2c384dee682b85d43699ae5e63665816b2435a72266c99d1,87.36,87.36,30,ordinary_mnist_matched_baseline_tk_revision,main,main nohup 690069 / worker 690080 / GPU 690104; three-hour operational limit,022098cfe6eb151dff3f7403d3f4b358709152b9,40348282a2c2a6db9d6f1d519da092c491a1bd9a03391366f84456b448f1548d,false,2026-09-14T09:03:27.964596+00:00
table3,T3_BPTT,conv3,BPTT,Adam,baseline,1,1,2,2,0,0.00001,0.0005,30,24,8,matched_baseline_TK_replacement,same_config_smoke_and_budget,,configs/conv/paper_baseline_tk_revision_20260913_v1/training/T3_BPTT_conv3_baseline_gmax0.0005_seed2.json,T3_BPTT_conv3_baseline_gmax0.0005_seed2,launch_new_seed,planned_replacement,revised_operating_point_training_pending,pending_contract_and_checkpoint_seal,,,,,,,,,,,false,2026-09-13
table3,T3_BPTT,conv3,BPTT,Adam,baseline,1,1,0,0,0,0.00001,0.001,30,24,8,matched_baseline_TK_replacement,same_config_smoke_and_budget,results/paper-training-completion-20260911-v1/production/main_baseline_tk_conv3_bptt_seed0/000_T3_BPTT_conv3_baseline_gmax0.001_seed0_892b1f2a/result.json,configs/conv/paper_baseline_tk_revision_20260913_v1/training/T3_BPTT_conv3_baseline_gmax0.001_seed0.json,T3_BPTT_conv3_baseline_gmax0.001_seed0,reuse_local,complete_collected_validated,revised_training_collected_paper_gates_pending,pending_contract_and_checkpoint_seal,baseline_tk_revision/bundles/T3_BPTT_conv3_baseline_gmax0.001_seed0/result.json,fc963aa4edbcd592fb88795b9953845bcb8d21c79d15db1ade6f19ec825a6902,89.38000000000001,89.38000000000001,30,ordinary_mnist_matched_baseline_tk_revision,main,main: main_baseline_tk_conv3_bptt_seed0,022098cfe6eb151dff3f7403d3f4b358709152b9,40348282a2c2a6db9d6f1d519da092c491a1bd9a03391366f84456b448f1548d,false,2026-09-14T04:23:18.180996+00:00
table3,T3_BPTT,conv3,BPTT,Adam,baseline,1,1,1,1,0,0.00001,0.001,30,24,8,matched_baseline_TK_replacement,same_config_smoke_and_budget,results/paper-training-completion-20260911-v1/production/main_baseline_tk_conv3_bptt_seed1_gmax1em3_3h/000_T3_BPTT_conv3_baseline_gmax0.001_seed1_3e0eb820/result.json,configs/conv/paper_baseline_tk_revision_20260913_v1/training/T3_BPTT_conv3_baseline_gmax0.001_seed1.json,T3_BPTT_conv3_baseline_gmax0.001_seed1,launch_new_seed,complete_collected_validated,revised_training_collected_paper_gates_pending,pending_contract_and_checkpoint_seal,baseline_tk_revision/bundles/T3_BPTT_conv3_baseline_gmax0.001_seed1/result.json,4021b1d800ce674e0f6e70465ad3adb558bfb8458b9dd633157dcf90a22e9c8e,89.58,89.58,30,ordinary_mnist_matched_baseline_tk_revision,main,main supervisor736645 / worker736654 / GPU736677; three-hour cap; source v9,022098cfe6eb151dff3f7403d3f4b358709152b9,40348282a2c2a6db9d6f1d519da092c491a1bd9a03391366f84456b448f1548d,false,2026-09-14T11:15:32.829087+00:00
table3,T3_BPTT,conv3,BPTT,Adam,baseline,1,1,2,2,0,0.00001,0.001,30,24,8,matched_baseline_TK_replacement,same_config_smoke_and_budget,,configs/conv/paper_baseline_tk_revision_20260913_v1/training/T3_BPTT_conv3_baseline_gmax0.001_seed2.json,T3_BPTT_conv3_baseline_gmax0.001_seed2,launch_new_seed,planned_replacement,revised_operating_point_training_pending,pending_contract_and_checkpoint_seal,,,,,,,,,,,false,2026-09-13
table3,T3_BPTT,conv3,BPTT,Adam,ours,4,1,0,0,0,0.00001,0.0001,30,8,8,reuse_collected_pending_paper_audit,paper_reuse_pair_audit_and_final_contract_seal,results/perfectdiode-conv123-fixed-uniform-init-wmax-adam-10-30-30ep-seed0-20260814-v1/runs/001_01_wmax_1em4_ours_adam_8232a76e/result.json,configs/conv/perfectdiode-conv123-fixed-uniform-init-wmax-adam-10-30-30ep-seed0-20260814-v1/conv3/01_wmax_1em4_ours_adam.json,T3_BPTT_conv3_ours_gmax0.0001_seed0,reuse_local,complete_collected_validated,reuse_and_pair_audit_pending,pending_contract_and_checkpoint_seal,bundles/table3_bounded_bptt/conv3/ours/gmax_1em4/seed0/result.json,d42e947de3eb9b8662c2c7e2a8a823174618d4014dbbf4aad16a72af62f1cb64,84.54,84.30,30,ordinary_mnist_weight_ceiling_sensitivity_exploratory,jean-zay,,68d2f8552c703f06756fea48f8a3f7c2d885d6d7,b1551915cf1d8a4fa07e0c3e8c563b7ac13fadf536cbfb979825e813d1ef358d,false,2026-09-11
table3,T3_BPTT,conv3,BPTT,Adam,ours,4,1,1,1,0,0.00001,0.0001,30,8,8,launch_new_seed,frozen_settings_check_and_seed_assets,results/paper-training-completion-20260911-v1/production/main_conv3_bounded_seed1_gmax1em4/000_T3_BPTT_conv3_ours_gmax0.0001_seed1_6eba37a3/result.json,configs/conv/perfectdiode-conv123-fixed-uniform-init-wmax-adam-10-30-30ep-seed0-20260814-v1/conv3/01_wmax_1em4_ours_adam.json,T3_BPTT_conv3_ours_gmax0.0001_seed1,launch_new_seed,complete_collected_validated,training_collected_paper_gates_pending,pending_contract_and_checkpoint_seal,bundles/table3_bounded_bptt/conv3/ours/gmax_1em4/seed1/result.json,bbcb9cfe28309e2253b09246ebd9f1fe2a67680df4f946249c6ac33395d995e1,85.14,85.1,30,ordinary_mnist_training_completion,main,main: tmux main/@4; active three-case bounded seed-1 list,022098cfe6eb151dff3f7403d3f4b358709152b9,82b4e032f3d2de8f8152c9e5613595597bafa49dc31868b36ea63d7c5946ed2d,false,2026-09-11T18:25:30.354692+00:00
table3,T3_BPTT,conv3,BPTT,Adam,ours,4,1,2,2,0,0.00001,0.0001,30,8,8,launch_new_seed,frozen_settings_check_and_seed_assets,results/paper-training-completion-20260911-v1/collected/nomcool1_conv3_bounded_seed2_gmax1em4/000_T3_BPTT_conv3_ours_gmax0.0001_seed2_cd7ba851/result.json,configs/conv/perfectdiode-conv123-fixed-uniform-init-wmax-adam-10-30-30ep-seed0-20260814-v1/conv3/01_wmax_1em4_ours_adam.json,T3_BPTT_conv3_ours_gmax0.0001_seed2,launch_new_seed,complete_collected_validated,training_collected_paper_gates_pending,pending_contract_and_checkpoint_seal,bundles/table3_bounded_bptt/conv3/ours/gmax_1em4/seed2/result.json,7f4755540b9f1bbe7ae5bc974dda9d779d58cee1a56907acb1c406222f240943,85.72,85.72,30,ordinary_mnist_training_completion,nom-cool-1,nom-cool-1: nohup PID 1216299,022098cfe6eb151dff3f7403d3f4b358709152b9,82b4e032f3d2de8f8152c9e5613595597bafa49dc31868b36ea63d7c5946ed2d,false,2026-09-11T15:47:54.302435+00:00
table3,T3_BPTT,conv3,BPTT,Adam,ours,4,1,0,0,0,0.00001,0.0005,30,8,8,reuse_collected_pending_paper_audit,paper_reuse_pair_audit_and_final_contract_seal,results/perfectdiode-conv123-fixed-uniform-init-wmax-adam-10-30-30ep-seed0-20260814-v1/runs/004_04_wmax_5em4_ours_adam_9f6c8487/result.json,configs/conv/perfectdiode-conv123-fixed-uniform-init-wmax-adam-10-30-30ep-seed0-20260814-v1/conv3/04_wmax_5em4_ours_adam.json,T3_BPTT_conv3_ours_gmax0.0005_seed0,reuse_local,complete_collected_validated,reuse_and_pair_audit_pending,pending_contract_and_checkpoint_seal,bundles/table3_bounded_bptt/conv3/ours/gmax_5em4/seed0/result.json,41313eb0ba3b133b6d9743e36c8155fd60974a34b4e6050ee0b21a1eff8345c3,94.74,94.74,30,ordinary_mnist_weight_ceiling_sensitivity_exploratory,jean-zay,,68d2f8552c703f06756fea48f8a3f7c2d885d6d7,b1551915cf1d8a4fa07e0c3e8c563b7ac13fadf536cbfb979825e813d1ef358d,false,2026-09-11
table3,T3_BPTT,conv3,BPTT,Adam,ours,4,1,1,1,0,0.00001,0.0005,30,8,8,launch_new_seed,frozen_settings_check_and_seed_assets,results/paper-training-completion-20260911-v1/production/main_conv3_bounded_seed1_gmax5em4/000_T3_BPTT_conv3_ours_gmax0.0005_seed1_558b28ea/result.json,configs/conv/perfectdiode-conv123-fixed-uniform-init-wmax-adam-10-30-30ep-seed0-20260814-v1/conv3/04_wmax_5em4_ours_adam.json,T3_BPTT_conv3_ours_gmax0.0005_seed1,launch_new_seed,complete_collected_validated,training_collected_paper_gates_pending,pending_contract_and_checkpoint_seal,bundles/table3_bounded_bptt/conv3/ours/gmax_5em4/seed1/result.json,ffa458f917da61c2540895695062acf7ae3a368f3d4fcfea58d91c1214ae6d6e,94.38,94.38,30,ordinary_mnist_training_completion,main,main: tmux main/@5; three bounded seed-1 cases at Gmax=5e-4,022098cfe6eb151dff3f7403d3f4b358709152b9,82b4e032f3d2de8f8152c9e5613595597bafa49dc31868b36ea63d7c5946ed2d,false,2026-09-12T09:01:49.618693+00:00
table3,T3_BPTT,conv3,BPTT,Adam,ours,4,1,2,2,0,0.00001,0.0005,30,8,8,launch_new_seed,frozen_settings_check_and_seed_assets,results/paper-training-completion-20260911-v1/collected/nomcool1_conv3_bounded_seed2_remaining_ceilings/000_T3_BPTT_conv3_ours_gmax0.0005_seed2_3f21de2d/result.json,configs/conv/perfectdiode-conv123-fixed-uniform-init-wmax-adam-10-30-30ep-seed0-20260814-v1/conv3/04_wmax_5em4_ours_adam.json,T3_BPTT_conv3_ours_gmax0.0005_seed2,launch_new_seed,complete_collected_validated,training_collected_paper_gates_pending,pending_contract_and_checkpoint_seal,bundles/table3_bounded_bptt/conv3/ours/gmax_5em4/seed2/result.json,ed22b19b8c7b75e62c30c17e13b3b21ffff958aa22dcc01421845ac1b53bd1a0,94.74000000000001,94.74000000000001,30,ordinary_mnist_training_completion,nom-cool-1,nom-cool-1: nohup PID 1231687; remaining six bounded cases,022098cfe6eb151dff3f7403d3f4b358709152b9,82b4e032f3d2de8f8152c9e5613595597bafa49dc31868b36ea63d7c5946ed2d,false,2026-09-12T09:01:49.618693+00:00
table3,T3_BPTT,conv3,BPTT,Adam,ours,4,1,0,0,0,0.00001,0.001,30,8,8,reuse_collected_pending_paper_audit,paper_reuse_pair_audit_and_final_contract_seal,results/perfectdiode-conv123-fixed-uniform-init-wmax-adam-10-30-30ep-seed0-20260814-v1/runs/007_07_wmax_1em3_ours_adam_942b5248/result.json,configs/conv/perfectdiode-conv123-fixed-uniform-init-wmax-adam-10-30-30ep-seed0-20260814-v1/conv3/07_wmax_1em3_ours_adam.json,T3_BPTT_conv3_ours_gmax0.001_seed0,reuse_local,complete_collected_validated,reuse_and_pair_audit_pending,pending_contract_and_checkpoint_seal,bundles/table3_bounded_bptt/conv3/ours/gmax_1em3/seed0/result.json,b76222540c8a352d781da74f952d80170be21ad814e7425b65ca21d4198d7339,95.80,95.80,30,ordinary_mnist_weight_ceiling_sensitivity_exploratory,jean-zay,,68d2f8552c703f06756fea48f8a3f7c2d885d6d7,b1551915cf1d8a4fa07e0c3e8c563b7ac13fadf536cbfb979825e813d1ef358d,false,2026-09-11
table3,T3_BPTT,conv3,BPTT,Adam,ours,4,1,1,1,0,0.00001,0.001,30,8,8,launch_new_seed,frozen_settings_check_and_seed_assets,results/paper-training-completion-20260911-v1/production/main_conv3_bounded_seed1_gmax1em3/000_T3_BPTT_conv3_ours_gmax0.001_seed1_a6b1e26d/result.json,configs/conv/perfectdiode-conv123-fixed-uniform-init-wmax-adam-10-30-30ep-seed0-20260814-v1/conv3/07_wmax_1em3_ours_adam.json,T3_BPTT_conv3_ours_gmax0.001_seed1,launch_new_seed,complete_collected_validated,training_collected_paper_gates_pending,pending_contract_and_checkpoint_seal,bundles/table3_bounded_bptt/conv3/ours/gmax_1em3/seed1/result.json,9c8532582f715bcfcb8b36cdabf99ccf4c0a2950adb0c3fbdfd52a02dabdee4d,95.67999999999999,95.62,30,ordinary_mnist_training_completion,main,main: tmux main/@6,022098cfe6eb151dff3f7403d3f4b358709152b9,82b4e032f3d2de8f8152c9e5613595597bafa49dc31868b36ea63d7c5946ed2d,false,2026-09-12T13:00:23.436774+00:00
table3,T3_BPTT,conv3,BPTT,Adam,ours,4,1,2,2,0,0.00001,0.001,30,8,8,launch_new_seed,frozen_settings_check_and_seed_assets,results/paper-training-completion-20260911-v1/collected/nomcool1_conv3_bounded_seed2_remaining_ceilings/000_T3_BPTT_conv3_ours_gmax0.001_seed2_30f6d31d/result.json,configs/conv/perfectdiode-conv123-fixed-uniform-init-wmax-adam-10-30-30ep-seed0-20260814-v1/conv3/07_wmax_1em3_ours_adam.json,T3_BPTT_conv3_ours_gmax0.001_seed2,launch_new_seed,complete_collected_validated,training_collected_paper_gates_pending,pending_contract_and_checkpoint_seal,bundles/table3_bounded_bptt/conv3/ours/gmax_1em3/seed2/result.json,8fde573f6901542576e3d713f58e1970a9b3238e6c251b40d15a8bfa8b935265,95.72,95.7,30,ordinary_mnist_training_completion,nom-cool-1,nom-cool-1: nohup PID 1231687; remaining six bounded cases,022098cfe6eb151dff3f7403d3f4b358709152b9,82b4e032f3d2de8f8152c9e5613595597bafa49dc31868b36ea63d7c5946ed2d,false,2026-09-12T09:01:49.618693+00:00
table3,T3_BPTT,conv3,BPTT,Adam,legacy,4,0.25,0,0,0,0.00001,0.0001,30,8,8,reuse_collected_pending_paper_audit,paper_reuse_pair_audit_and_final_contract_seal,results/perfectdiode-conv3-remaining-legacy-adam-physical-kcl-reruns-seed0-20260826-v1/production/bounded_wmax_1em4/000_02_wmax_1em4_legacy_adam_c72c3716/result.json,configs/conv/perfectdiode-conv123-fixed-uniform-init-wmax-adam-10-30-30ep-seed0-20260814-v1/conv3/02_wmax_1em4_legacy_adam.json,T3_BPTT_conv3_legacy_gmax0.0001_seed0,reuse_local,complete_collected_validated,reuse_and_pair_audit_pending,pending_contract_and_checkpoint_seal,bundles/table3_bounded_bptt/conv3/legacy/gmax_1em4/seed0/result.json,9a3c7d9a83df76c71e309671e301b208006dfc89a3d908450b4a392352d00b15,93.56,93.56,30,ordinary_mnist_weight_ceiling_sensitivity_exploratory,jean-zay,,ce2e077afb1e764f5458bea55205695aa0c61741,557b2cdcb71b91ad8f2c89ff27bfb3385125f8fd141da1acbb5504092a1911ac,false,2026-09-11
table3,T3_BPTT,conv3,BPTT,Adam,legacy,4,0.25,1,1,0,0.00001,0.0001,30,8,8,launch_new_seed,frozen_settings_check_and_seed_assets,results/paper-training-completion-20260911-v1/production/main_conv3_bounded_seed1_gmax1em4/000_T3_BPTT_conv3_legacy_gmax0.0001_seed1_5de3cd6f/result.json,configs/conv/perfectdiode-conv123-fixed-uniform-init-wmax-adam-10-30-30ep-seed0-20260814-v1/conv3/02_wmax_1em4_legacy_adam.json,T3_BPTT_conv3_legacy_gmax0.0001_seed1,launch_new_seed,complete_collected_validated,training_collected_paper_gates_pending,pending_contract_and_checkpoint_seal,bundles/table3_bounded_bptt/conv3/legacy/gmax_1em4/seed1/result.json,a658382f46d4aaefbf76a2f39b4d561816e120cd837615b9959e3994fc60f892,95.02000000000001,95.02000000000001,30,ordinary_mnist_training_completion,main,main: tmux main/@4; active three-case bounded seed-1 list,022098cfe6eb151dff3f7403d3f4b358709152b9,82b4e032f3d2de8f8152c9e5613595597bafa49dc31868b36ea63d7c5946ed2d,false,2026-09-11T17:06:51.506814+00:00
table3,T3_BPTT,conv3,BPTT,Adam,legacy,4,0.25,2,2,0,0.00001,0.0001,30,8,8,launch_new_seed,frozen_settings_check_and_seed_assets,results/paper-training-completion-20260911-v1/collected/nomcool1_conv3_bounded_seed2_gmax1em4/000_T3_BPTT_conv3_legacy_gmax0.0001_seed2_bd4e1393/result.json,configs/conv/perfectdiode-conv123-fixed-uniform-init-wmax-adam-10-30-30ep-seed0-20260814-v1/conv3/02_wmax_1em4_legacy_adam.json,T3_BPTT_conv3_legacy_gmax0.0001_seed2,launch_new_seed,complete_collected_validated,training_collected_paper_gates_pending,pending_contract_and_checkpoint_seal,bundles/table3_bounded_bptt/conv3/legacy/gmax_1em4/seed2/result.json,c2ea67f4c57a9b9ebb7e9d31b3e2b799f63662067a2ebee1ea9bba66cda9992a,93.17999999999999,93.17999999999999,30,ordinary_mnist_training_completion,nom-cool-1,nom-cool-1: nohup PID 1216299,022098cfe6eb151dff3f7403d3f4b358709152b9,82b4e032f3d2de8f8152c9e5613595597bafa49dc31868b36ea63d7c5946ed2d,false,2026-09-11T14:40:41.121772+00:00
table3,T3_BPTT,conv3,BPTT,Adam,legacy,4,0.25,0,0,0,0.00001,0.0005,30,8,8,reuse_collected_pending_paper_audit,paper_reuse_pair_audit_and_final_contract_seal,results/perfectdiode-conv3-remaining-legacy-adam-physical-kcl-reruns-seed0-20260826-v1/production/bounded_wmax_5em4/000_05_wmax_5em4_legacy_adam_75f83208/result.json,configs/conv/perfectdiode-conv123-fixed-uniform-init-wmax-adam-10-30-30ep-seed0-20260814-v1/conv3/05_wmax_5em4_legacy_adam.json,T3_BPTT_conv3_legacy_gmax0.0005_seed0,reuse_local,complete_collected_validated,reuse_and_pair_audit_pending,pending_contract_and_checkpoint_seal,bundles/table3_bounded_bptt/conv3/legacy/gmax_5em4/seed0/result.json,917835781ab1f79d462c3a3cc7888e61e2c03aabef566ffe43726b3d0e156ada,97.68,97.66,30,ordinary_mnist_weight_ceiling_sensitivity_exploratory,jean-zay,,ce2e077afb1e764f5458bea55205695aa0c61741,557b2cdcb71b91ad8f2c89ff27bfb3385125f8fd141da1acbb5504092a1911ac,false,2026-09-11
table3,T3_BPTT,conv3,BPTT,Adam,legacy,4,0.25,1,1,0,0.00001,0.0005,30,8,8,launch_new_seed,frozen_settings_check_and_seed_assets,results/paper-training-completion-20260911-v1/production/main_conv3_bounded_seed1_gmax5em4/000_T3_BPTT_conv3_legacy_gmax0.0005_seed1_705ee195/result.json,configs/conv/perfectdiode-conv123-fixed-uniform-init-wmax-adam-10-30-30ep-seed0-20260814-v1/conv3/05_wmax_5em4_legacy_adam.json,T3_BPTT_conv3_legacy_gmax0.0005_seed1,launch_new_seed,complete_collected_validated,training_collected_paper_gates_pending,pending_contract_and_checkpoint_seal,bundles/table3_bounded_bptt/conv3/legacy/gmax_5em4/seed1/result.json,bf17bd4ef4eb9e6c031539c7d1f9fca0aeeddc9db80e7e96a69ef9d029b3b243,97.84,97.84,30,ordinary_mnist_training_completion,main,main: tmux main/@5; three bounded seed-1 cases at Gmax=5e-4,022098cfe6eb151dff3f7403d3f4b358709152b9,82b4e032f3d2de8f8152c9e5613595597bafa49dc31868b36ea63d7c5946ed2d,false,2026-09-12T09:01:49.618693+00:00
table3,T3_BPTT,conv3,BPTT,Adam,legacy,4,0.25,2,2,0,0.00001,0.0005,30,8,8,launch_new_seed,frozen_settings_check_and_seed_assets,results/paper-training-completion-20260911-v1/collected/nomcool1_conv3_bounded_seed2_remaining_ceilings/000_T3_BPTT_conv3_legacy_gmax0.0005_seed2_f897e87a/result.json,configs/conv/perfectdiode-conv123-fixed-uniform-init-wmax-adam-10-30-30ep-seed0-20260814-v1/conv3/05_wmax_5em4_legacy_adam.json,T3_BPTT_conv3_legacy_gmax0.0005_seed2,launch_new_seed,complete_collected_validated,training_collected_paper_gates_pending,pending_contract_and_checkpoint_seal,bundles/table3_bounded_bptt/conv3/legacy/gmax_5em4/seed2/result.json,2d6360ed95e05d6e323ba91ed62d08cab6beac847ff7380b878d78735c705c0e,97.96000000000001,97.92,30,ordinary_mnist_training_completion,nom-cool-1,nom-cool-1: nohup PID 1231687; remaining six bounded cases,022098cfe6eb151dff3f7403d3f4b358709152b9,82b4e032f3d2de8f8152c9e5613595597bafa49dc31868b36ea63d7c5946ed2d,false,2026-09-11T19:04:08.810345+00:00
table3,T3_BPTT,conv3,BPTT,Adam,legacy,4,0.25,0,0,0,0.00001,0.001,30,8,8,reuse_collected_pending_paper_audit,paper_reuse_pair_audit_and_final_contract_seal,results/perfectdiode-conv3-remaining-legacy-adam-physical-kcl-reruns-seed0-20260826-v1/production/bounded_wmax_1em3/000_08_wmax_1em3_legacy_adam_078b7ea3/result.json,configs/conv/perfectdiode-conv123-fixed-uniform-init-wmax-adam-10-30-30ep-seed0-20260814-v1/conv3/08_wmax_1em3_legacy_adam.json,T3_BPTT_conv3_legacy_gmax0.001_seed0,reuse_local,complete_collected_validated,reuse_and_pair_audit_pending,pending_contract_and_checkpoint_seal,bundles/table3_bounded_bptt/conv3/legacy/gmax_1em3/seed0/result.json,bc5dae64c2658b78c37be969640be46ab96064a313589f5c91d1ff5f5c615eb7,97.80,97.80,30,ordinary_mnist_weight_ceiling_sensitivity_exploratory,jean-zay,,ce2e077afb1e764f5458bea55205695aa0c61741,557b2cdcb71b91ad8f2c89ff27bfb3385125f8fd141da1acbb5504092a1911ac,false,2026-09-11
table3,T3_BPTT,conv3,BPTT,Adam,legacy,4,0.25,1,1,0,0.00001,0.001,30,8,8,launch_new_seed,frozen_settings_check_and_seed_assets,results/paper-training-completion-20260911-v1/production/main_conv3_bounded_seed1_gmax1em3/000_T3_BPTT_conv3_legacy_gmax0.001_seed1_8ce50ed3/result.json,configs/conv/perfectdiode-conv123-fixed-uniform-init-wmax-adam-10-30-30ep-seed0-20260814-v1/conv3/08_wmax_1em3_legacy_adam.json,T3_BPTT_conv3_legacy_gmax0.001_seed1,launch_new_seed,complete_collected_validated,training_collected_paper_gates_pending,pending_contract_and_checkpoint_seal,bundles/table3_bounded_bptt/conv3/legacy/gmax_1em3/seed1/result.json,bc2605e7089ad1e85da20d4ce712f9109afe1cad6f61dc0449bc29e399e0630e,98.14,98.14,30,ordinary_mnist_training_completion,main,main: tmux main/@6,022098cfe6eb151dff3f7403d3f4b358709152b9,82b4e032f3d2de8f8152c9e5613595597bafa49dc31868b36ea63d7c5946ed2d,false,2026-09-12T11:42:57.035341+00:00
table3,T3_BPTT,conv3,BPTT,Adam,legacy,4,0.25,2,2,0,0.00001,0.001,30,8,8,launch_new_seed,frozen_settings_check_and_seed_assets,results/paper-training-completion-20260911-v1/collected/nomcool1_conv3_bounded_seed2_remaining_ceilings/000_T3_BPTT_conv3_legacy_gmax0.001_seed2_434a75e4/result.json,configs/conv/perfectdiode-conv123-fixed-uniform-init-wmax-adam-10-30-30ep-seed0-20260814-v1/conv3/08_wmax_1em3_legacy_adam.json,T3_BPTT_conv3_legacy_gmax0.001_seed2,launch_new_seed,complete_collected_validated,training_collected_paper_gates_pending,pending_contract_and_checkpoint_seal,bundles/table3_bounded_bptt/conv3/legacy/gmax_1em3/seed2/result.json,83b726e0a9e753d27f8c086f8742b0aa776666ea79dec52f280b1eb4409611d0,98.08,98.06,30,ordinary_mnist_training_completion,nom-cool-1,nom-cool-1: nohup PID 1231687; remaining six bounded cases,022098cfe6eb151dff3f7403d3f4b358709152b9,82b4e032f3d2de8f8152c9e5613595597bafa49dc31868b36ea63d7c5946ed2d,false,2026-09-12T09:01:49.618693+00:00
table3,T3_EP,conv1,EP,Adam,baseline,1,1,0,0,0,0.00001,0.0001,10,4,4,launch_new_bounded_ep,bounded_ep_beta_check_and_seed_assets,results/paper-training-completion-20260911-v1/collected/jz_conv1_ep_next/task_6/000_T3_EP_conv1_baseline_gmax0.0001_seed0_c10c703a/result.json,configs/conv/perfectdiode-conv123-fixed-uniform-init-wmax-adam-10-30-30ep-seed0-20260814-v1/conv1/00_wmax_1em4_baseline_adam.json,T3_EP_conv1_baseline_gmax0.0001_seed0,launch_new_bounded_ep,complete_collected_validated,training_collected_paper_gates_pending,pending_contract_and_checkpoint_seal,bundles/table3_bounded_ep/conv1/baseline/gmax_1em4/seed0/result.json,67b19dcc9cd3fed75c9c319d6f307cdfb45dcbf0bef5a7715e8c017ef39ef518,89.68,87.24,10,ordinary_mnist_training_completion,jean-zay,jean-zay: Slurm 2024429_6,022098cfe6eb151dff3f7403d3f4b358709152b9,19b3501075065f7613b7bb106bbdf2c2711e9057bf33922532f0cead14f66b3c,false,2026-09-11T12:30:32.819647+00:00
table3,T3_EP,conv1,EP,Adam,baseline,1,1,1,1,0,0.00001,0.0001,10,4,4,launch_new_bounded_ep,all_three_ceiling_pilots_stable; exact_GPU_smoke_passed; full_budget_reserved,results/paper-training-completion-20260911-v1/collected/nomcool1_bounded_conv1_ep_seed1/000_T3_EP_conv1_baseline_gmax0.0001_seed1_8fcbe977/result.json,configs/conv/perfectdiode-conv123-fixed-uniform-init-wmax-adam-10-30-30ep-seed0-20260814-v1/conv1/00_wmax_1em4_baseline_adam.json,T3_EP_conv1_baseline_gmax0.0001_seed1,launch_new_bounded_ep,complete_collected_validated,training_collected_paper_gates_pending,pending_contract_and_checkpoint_seal,bundles/table3_bounded_ep/conv1/baseline/gmax_1em4/seed1/result.json,3329a49ffb877888f9d519492311ca001869d960da6f517eb3b3e3534ce1ff0e,89.92,89.05999999999999,10,ordinary_mnist_training_completion,nom-cool-1,nom-cool-1: nohup 1308963; worker 1308971,022098cfe6eb151dff3f7403d3f4b358709152b9,1f4334bf4c8468924ba6986fe0d04e39ce090f7e1e0bf2c14f0d1f14427f808b,false,2026-09-12T10:09:31.303311+00:00
table3,T3_EP,conv1,EP,Adam,baseline,1,1,2,2,0,0.00001,0.0001,10,4,4,launch_new_bounded_ep,all_three_ceiling_pilots_stable; exact_GPU_smoke_passed; full_budget_reserved,results/paper-training-completion-20260911-v1/collected/nomcool1_bounded_conv1_ep_seed2/000_T3_EP_conv1_baseline_gmax0.0001_seed2_d6b4bc78/result.json,configs/conv/perfectdiode-conv123-fixed-uniform-init-wmax-adam-10-30-30ep-seed0-20260814-v1/conv1/00_wmax_1em4_baseline_adam.json,T3_EP_conv1_baseline_gmax0.0001_seed2,launch_new_bounded_ep,complete_collected_validated,training_collected_paper_gates_pending,pending_contract_and_checkpoint_seal,bundles/table3_bounded_ep/conv1/baseline/gmax_1em4/seed2/result.json,0c39c927f72466f26683e810d6993339e49c4814c444fdf2d519278990cee369,90.0,89.60000000000001,10,ordinary_mnist_training_completion,nom-cool-1,nom-cool-1: nohup 1314774; source v5,022098cfe6eb151dff3f7403d3f4b358709152b9,1f4334bf4c8468924ba6986fe0d04e39ce090f7e1e0bf2c14f0d1f14427f808b,false,2026-09-12T11:17:12.279188+00:00
